weaponid,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail
14898,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms,5,Unknown Gun Type,,,,,,,,,The types of firearms used were not specified.  A grenade was detonated under the vehicle of the Lt. Generals.
14899,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,One of the bombs was inside a suitcase the other planted near a pillar.
14900,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,The attackers used machine guns and grenade launchers.
14901,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,The type of weapon used in the attack was unspecified.
14902,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,The devices consisted of a container of petrol and a firework primer.
14903,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A home-made device hidden in a parcel was used in the attack.
14904,6,Explosives,8,Landmine,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,
14905,6,Explosives,15,Vehicle,,,,,,,,,,,,,The truck used in the attack was carrying about one ton of explosives.
14906,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,The attackers killed their victims with machetes.
14907,6,Explosives,15,Vehicle,,,,,,,,,,,,,The explosives were hidden in a Toyota Kijang an Indonesian-built minivan.
14908,6,Explosives,15,Vehicle,,,,,,,,,,,,,A small home made explosive device the size of a ping pong ball was planted under a parked car.
14909,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Hizballah fired anti-aircraft shells across the border.
14910,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,A suicide bomber set off 2.5 to 3 kilograms (5.5 to 6.6 pounds) of explosive material mixed with bits of metal.  The device was hidden inside a shoulder bag.
14911,6,Explosives,15,Vehicle,,,,,,,,,,,,,The suicide bomber detonated the explosive device which was concealed in the vehicle he was driving.
14912,6,Explosives,15,Vehicle,,,,,,,,,,,,,Explosive material was packed into a cement mixing truck.
14913,8,Incendiary,18,Arson/Fire,9,Melee,21,Blunt Object,,,,,,,,,
14914,6,Explosives,15,Vehicle,,,,,,,,,,,,,Two explosive-laden cars were used in the attack.
14915,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Several bullets fired
14916,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,A pipe bomb consisting of ammonium nitrate slurry and a timer.
14917,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,21,Blunt Object,9,Melee,21,Blunt Object,,,,,
14918,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Shooting
14919,6,Explosives,10,Pressure Trigger,,,,,,,,,,,,,Explosive device described as a booby-trapped toy and a timed land mine
14920,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Riddled with bullets; throat slit
14921,6,Explosives,12,Remote Trigger,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Remotely detonated bombs; Kalashnikovs
14922,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Rocket propelled grenades and Kalashnikov AK-47 rifles were used in the attack.
14923,6,Explosives,14,Time Fuse,,,,,,,,,,,,,According to police the explosive material was kept in a video cassette player. The bomb was so powerful that it was heard two kilometers away from the blast site.
14924,6,Explosives,15,Vehicle,,,,,,,,,,,,,Suicide car bomber in a white Mercedes Benz model not known.  The assailant apparently had explosives strapped around his waist.
14925,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,The perpetrators used plastic bottles filled with flamable liquid.
14926,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,Homemade bomb (improvised explosive device).  The firearms were likely Kalashnikov AK-47 the usual firearm of choice of both GIA and GSPC guerillas.
14927,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,glass and plastic containers were found smelling of accelerant at the scene
14928,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,It is likely that the Kalashnikov AK-47 was used in the attack.
14929,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,An M-16 rifle was used in the attack.
14930,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A explosive device packed with nails with a kitchen timer fuse was used in the attack.
14931,6,Explosives,15,Vehicle,,,,,,,,,,,,,The bomb was hidden in motorcycle and detonated by remote control.
14932,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Bomb; machine guns
14933,6,Explosives,8,Landmine,,,,,,,,,,,,,Claymore mines
14934,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,The package contained a video tape that housed the explosive device.
14935,6,Explosives,15,Vehicle,,,,,,,,,,,,,The device was made from a jeep containing approximately 100 pounds of explosive.
14936,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Rome's police described the device as a pressure cooker which had been loaded with a timer and a white powder.
14937,6,Explosives,15,Vehicle,,,,,,,,,,,,,The vehicle used in the attack was a white Oldsmobile.
14938,1,Biological,,,,,,,,,,,,,,,Ricin was sent through the mail in a package.
14939,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,The bomb was made of 2.5 kilograms of R-1 explosives.
14940,6,Explosives,9,Letter Bomb,,,,,,,,,,,,,The parcel bomb was filled with gun powder.
14941,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,Homemade bomb; gunfire
14942,6,Explosives,15,Vehicle,,,,,,,,,,,,,The vehicle was loaded with nearly 30 kilograms of explosives.
14943,6,Explosives,15,Vehicle,,,,,,,,,,,,,A motorcycle loaded with explosives was used in the attack.
14944,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Six rockets struck the Al-Rashid Hotel in Baghdad.  The launcher was disguised as a two-wheeled power generator commonly used by construction workers. Officials say the rockets were launched using a timing device that the attackers triggered when they fled. Eleven rockets failed to fire.
14945,6,Explosives,15,Vehicle,,,,,,,,,,,,,The vehicle was an ambulance with explosives hidden inside.
14946,6,Explosives,15,Vehicle,,,,,,,,,,,,,The vehicle housing the bomb was painted to match Iraqi law enforcement vehicles.
14947,6,Explosives,15,Vehicle,,,,,,,,,,,,,The vehicle used in the attack was a Toyota Land Cruiser.
14948,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,British bomb disposal experts believed that the bomb was an improvised explosive device.
14949,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Gas canisters were outside of the Bank of Cyprus' branch.
14950,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Three gas canisters were placed near an ATM.
14951,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,A Molotov cocktail was thrown at the Eurobank office.
14952,5,Firearms,5,Unknown Gun Type,6,Explosives,7,Grenade,6,Explosives,16,Unknown Explosive Type,,,,,The attackers were armed with guns and grenades and had strapped other explosive devices to their bodies.
14953,6,Explosives,15,Vehicle,5,Firearms,5,Unknown Gun Type,,,,,,,,,The attackers used three bombs including one car bomb.  Reports indicated that the incident was a suicide bombing as well.  Attacking gunmen preceded the bombings with an armed intrusion.
14954,6,Explosives,8,Landmine,6,Explosives,7,Grenade,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Land mines machine guns and greande-throwers were used in the attack.
14955,6,Explosives,17,Other Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,The attackers booby-trapped their first victim's dead body with explosives which detonated when soldiers attempted to recover it.
14956,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,The four boys were decapitated in the attack.
14957,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,7,Grenade,,,,,,,,,The attackers used Ak-47 assault rifles and grenades.
14958,6,Explosives,15,Vehicle,,,,,,,,,,,,,An improvised explosive device was planted inside of a rickshaw.
14959,6,Explosives,15,Vehicle,,,,,,,,,,,,,A car bomb exploded outside the synagogue.
14960,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,The attackers fired RPGs at the pipeline.
14961,8,Incendiary,18,Arson/Fire,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,The protestors used farm equipment steel pipes homemade incendiary devices and threw fermented shrimp at the riot police.
14962,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,,,,,The perpetrators used machetes and hammers to beat their victim.
14963,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,The attacker used an AK-47 assault rifle in the attack.
14964,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,A brick was thrown through the main glass door followed by an incendiary
14965,6,Explosives,14,Time Fuse,,,,,,,,,,,,,A homemade device composed of 20 kilograms of explosive material was used in the attack.  A hoax bomb was also planted at the site of the attack.
14966,6,Explosives,14,Time Fuse,,,,,,,,,,,,,The explosives were homemade and exploded within a short time of each other.
14967,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,The attackers used dynamite to bomb the pipeline.
14968,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Two rockets were used in the attack.  Also authorities discovered two homemade launchers with a total of 52 unfired rockets in their tubes near the Italian Embassy in Baghdad.  The rockets were attached to timers powered by car batteries and were mounted on donkey carts and concealed under hay.
14969,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,The attackers used a gas bomb in the attack.
14970,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.
14971,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,The attackers fired AK-47 assault rifles while riding on motorcycles.
14972,6,Explosives,8,Landmine,,,,,,,,,,,,,The bomb was a radio-controlled landmine made from a 122-millimeter artillery shell.
14973,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,The attackers used UZI machine guns.
14974,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,One mortar shell landed near the Foreign Ministry office.
14975,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Two mortar shells struck the building during the attack.
14976,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Rocket propelled grenades were used in the attack.
14977,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,12,Remote Trigger,,,,,,,,,AK-47 assault rifles were used in the attack.
14978,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AK-47 assault rifles were used in the attack.
14979,5,Firearms,2,Automatic or Semi-Automatic Rifle,6,Explosives,16,Unknown Explosive Type,,,,,,,,,The Taliban used machine guns and homemade bombs.
14980,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Mortars were used in the attack on the base.
14981,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,RPGs were used in the attack.
14982,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,8,Incendiary,18,Arson/Fire,,,,,The perpetrators used guns and machetes to kill and maim their victims.  They set fire to approximately 100 Karbi owned houses as well.
14983,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack
14984,6,Explosives,10,Pressure Trigger,5,Firearms,4,Rifle/Shotgun (non-automatic),6,Explosives,7,Grenade,,,,,
14985,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,The suicide vest contained 8 kgs of explosive.
14986,2,Chemical,,,,,,,,,,,,,,,Organophosphorus compounds
14987,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A bomb hidden in a plastic bag was used in the attack.
14988,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A package bomb hidden under a bus seat was going to be used in the attack.
14989,6,Explosives,15,Vehicle,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,Mortars rocket-propelled grenades (RPG) and machine-guns.
14990,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Two homemade roadside bombs planted in a daisy chain were used in the attack.
14991,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade roadside bomb was used in the attack.
14992,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.
14993,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,5,Unknown Gun Type,,,,,,,,,Rocket-propelled grenades (RPG) were used in the attack.
14994,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,No weapons were used on the hostages; the automatic weapons were Kalashnikov rifles which were only used to scare or persuade the journalists.
14995,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,A homemade mortar bomb was used in the attack.
14996,8,Incendiary,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,
14997,6,Explosives,16,Unknown Explosive Type,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,AK-47 rifles were reportedly used in the attack.
14998,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,One explosive device placed in a small cart and another unknown explosive device were used in the attack.
14999,6,Explosives,11,Projectile (rockets mortars RPGs etc.),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,A M-79 grenade launcher was used in the attack.
15000,6,Explosives,15,Vehicle,6,Explosives,7,Grenade,,,,,,,,,The bomb disposal squad said that car weighed at least eight to nine kg (18-20 pounds) and that the bomb was locally manufactured.
15001,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,The bomb was made of a pail filled with half a kilo of gunpowder and a timer.
15002,13,Unknown,,,,,,,,,,,,,,,Assailants armed to the teeth
15003,6,Explosives,10,Pressure Trigger,13,Unknown,,,,,,,,,,,Booby-trapped bomb; it is unknown how the hostage was killed
15004,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Very high-grade plastic explosives were used in this attack.
15005,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,8,Incendiary,18,Arson/Fire,,,,,The victims sustained gunshot wounds machete wounds and burns.
15006,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,The main theory of investigators was that the blast was perpetrated by suicide bombers. However other theories include the possibility that the bomb was set on time delay and placed in a briefcase
15007,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Victims shot; throat slit
15008,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,Armed assailants
15009,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb hidden in a hand cart was used in the attack
15010,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A homemade bomb burried in a leaf pile was used in the attack
15011,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Authorities were investigating the possibility that the bomb was detonated using a cell phone.
15012,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,The explosive device was packed in a glass jar.
15013,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A leaflet bomb was found at the scene.
15014,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,The militants pounded the U.S. troops with 33 mortars and five rockets.
15015,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,The type of bomb used was unspecified.
15016,9,Melee,21,Blunt Object,2,Chemical,,,,,,,,,,,The assailants used some sort of irritant gas.
15017,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,The device was a roadside bomb.
15018,6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,,,,,Rifle grenades were used in the attack.
15019,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Approximately 8 pounds of TNT in a television watch used as a timer
15020,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives,11,Projectile (rockets mortars RPGs etc.),,,,,,,,,Suicide bombers and mortars were used to maximize casualties in this incident.
15021,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,The specific gun type used in this incident was not reported.
15022,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,Suicide bombers were employed in this incident.
